popularity,year,rating,name,director,actors
869,2008,6.5,Hare Ram,Swarna Subba Rao,"['Nandamuri Kalyan Ram', 'Priyamani', 'Kota Srinivasa Rao', 'Sindhu Tolani']"
870,1986,6.9,Veta,Kodanda Rami Reddy A.,"['Chiranjeevi', 'Jaya Prada', 'Kongara Jaggaiah', 'Sumalatha']"
871,1992,6.3,Killer,Fazil,"['Nagarjuna Akkineni', 'Nagma', 'Sharada', 'Shamili']"
872,2002,7.1,Sontham,Sreenu Vaitla,"['Ali', 'Ananth', 'Tanikella Bharani', 'Chinna']"
873,2020,5.0,Guvva Gorinka,Mohan Babu Bammidi,"['Satyadev Kancharana', 'Priya Lal', 'Priyadarshi', 'Rahul Ramakrishna']"
874,2015,3.7,Soukhyam,A.S. Ravi Kumar Chowdary,"['Raghu Babu', 'Regina Cassandra', 'Tottempudi Gopichand', 'Showkar Janaki']"
875,2011,5.4,Aha Naa Pellanta,Veerabhadram,"['Allari Naresh', 'Ritu Barmecha', 'Brahmanandam', 'Srihari']"
876,2000,6.7,Kshemanga Velli Labhamga Randi,Raja Vannem Reddy,"['Meka Srikanth', 'Rajendra Prasad', 'Brahmanandam', 'Roja']"
877,2020,5.6,Savaari,Saahith Mothkuri,"['Anupama', 'Srikanth Reddy Ganta', 'Gauthami', 'Baby Hiranya']"
878,1989,6.3,Nari Nari Naduma Murari,Kodanda Rami Reddy A.,"['Nandamuri Balakrishna', 'Shobana', 'Nirosha', 'Sharada']"
879,1993,7.3,Mathru Devo Bhava,K. Ajayakumar,"['Tanikella Bharani', 'Brahmanandam', 'Charu Haasan', 'Madhavi']"
880,1992,7.1,Peddarikam,A.M. Rathnam,"['Jagapathi Babu', 'Sukanya', 'Bhanumathi Ramakrishna', 'Sudhakar']"
881,2005,6.1,Gowtham SSC,P.A. Arun Prasad,"['Bhanupriya', 'Brahmanandam', 'Chinna', 'Gundu Hanumantha Rao']"
882,2012,4.6,Yamudiki Mogudu,E. Satthi Babu,"['Allari Naresh', 'Richa Panai', 'Sayaji Shinde', 'V.K. Naresh']"
883,1993,7.0,Mayalodu,S.V. Krishna Reddy,"['Ranga Rao Kurra', 'Rajendra Prasad', 'Soundarya', 'Brahmanandam', 'Kota Srinivasa Rao']"
884,1984,6.8,Srivaariki Premalekha,Jandhyala,"['V.K. Naresh', 'Poornima', 'Suthi Veerabhadra Rao', 'Nuthan Prasad']"
885,2017,6.9,Napoleon,Anand Ravi,"['Komali', 'Komalee Prasad', 'Anand Ravi', 'Ravi Varma']"
886,2008,5.9,Mr. Medhavi,Neelakanta,"['Raja', ""Genelia D'Souza"", 'Sonu Sood', 'Dharmavarapu Subramanyam']"
887,2003,5.0,Veede,Ravi Raja,"['Aarthi Agarwal', 'Reema Sen', 'Ravi Teja']"
888,2015,3.7,Rey,Y.V.S. Chowdary,"['Sai Dharam Tej', 'Shubra Ayyappa', 'Ali', 'Raghu Babu']"
889,2010,4.4,Seetharamula Kalyanam Lankalo,Y. Eshwara Reddy,"['Hansika Motwani', 'Nithiin', 'Ali', 'Saleem Baig']"
890,2020,7.8,Mail,Uday Gurrala,"['Sunny Palle', 'Gowri Priya', 'Priyadarshi', 'Harshith Reddy']"
891,2020,6.1,Amrutha Ramam,Surendar Kontaddi,"['Jd Cherukuru', 'Vamsi Davuluri', 'Srijit Gangadharan', 'Ali Gul Khan']"
892,2001,7.0,Devullu,Kodi Ramakrishna,"['Nitya Shetty', 'Prithvi', 'Raasi', 'Allu Ramalingaiah']"
893,2018,5.4,Idam Jagath,Anil Srikantam,"['Sumanth', 'Anju Kurian', 'Darbha Appaji Ambarisha', 'Gokul']"
894,IV) (2014,3.4,Ice Cream,Ram Gopal Varma,"['Tejaswi Madivada', 'Navdeep', 'Sandeepthi']"
895,2019,6.1,Rama Chakkani Seetha,Sriharsha Manda,"['Priyadarshi', 'Ravi Babu', 'Laxman Meesala', 'Kasi Vishwanath']"
896,2017,5.2,Babu Baga Busy,Naveen Medaram,"['Avantika', 'Srinivas Avasarala', 'Tejaswi Madivada', 'Mishti']"
897,1977,6.7,Yamagola,Rama Rao Tatineni,"['Taraka Rama Rao Nandamuri', 'Jaya Prada', 'Satyanarayana Kaikala', 'Raogopalrao']"
898,1996,6.7,Pavitra Bandham,Muthyala Subbaiah,"['Venkatesh Daggubati', 'Soundarya', 'S.P. Balasubrahmanyam', 'Srihari']"
899,2018,4.4,Happy Wedding,Lakshman Karya,"['Sumanth Ashwin', 'Niharika Konidela', 'Annapoorna', 'Raja Chembolu']"
900,2017,6.8,Darsakudu,Hari Prasad Jakka,"['Ashok Bandreddi', 'Naveen Neni', 'Pujita Ponnada', 'Priyadarshi']"
901,2010,3.9,Panchakshari,Samudra V.,"['Anushka Shetty', 'Samrat', 'Pradeep Singh Rawat', 'Nassar']"
902,1992,6.2,Rowdy Inspector,Gopal B.,"['Nandamuri Balakrishna', 'Annapoorna', 'Brahmanandam', 'Harish']"
903,2002,6.3,Nuvvu Leka Nenu Lenu,Kasi Vishwanath,"['Aarthi Agarwal', 'Sarath Babu', 'Brahmanandam', 'Chandramohan']"
904,1990,6.7,Raja Vikramarka,Ravi Raja Pinisetty,"['Chiranjeevi', 'Amala Akkineni', 'Radhika Sarathkumar', 'Brahmanandam']"
905,II) (2018,5.4,Lover,Aneesh Krishna,"['Raj Tarun', 'Riddhi Kumar', 'Ajay', 'Rajeev Kanakala']"
906,1999,6.9,Swayamvaram,Vijay K. Bhaskar,"['Venu Thottempudi', 'Laya', 'Suneel', 'Ali']"
907,2008,5.7,Bommana Brothers Chanadana Sisters,Srinivasa Reddy,"['Allari Naresh', 'Krishna Bhagavan', 'Farzana Barucha', 'Rithima']"
908,1989,3.7,Bala Gopaludu,Kodi Ramakrishna,"['Giri Babu', 'Mohan Babu', 'Nandamuri Balakrishna', 'Kongara Jaggaiah']"
909,2013,5.2,Kevvu Keka,Devi Prasad,"['Allari Naresh', 'Sharmiela Mandre', 'Ashish Vidyarthi', 'M.S. Narayana']"
910,2001,4.4,Snehamante Idera,Balasekaran,"['Nagarjuna Akkineni', 'Sumanth', 'Bhoomika Chawla', 'Prathyusha']"
911,2000,6.9,Yuvakudu,A. Karunakaran,"['Sumanth', 'Jayasudha', 'Bhoomika Chawla', 'Venu Madhav']"
912,1984,6.9,Mayuri,Singeetam Srinivasa Rao,"['Sudha Chandran', 'Subhakar', 'Narayana P.L.', 'Nirmalamma']"
913,1990,6.8,Jayammu Nischayammu Raa!,Jandhyala,"['Rajendra Prasad', 'Sumalatha', 'Chandramohan', 'Suthi Velu']"
914,1991,1.4,Alludu Diddina Kapuram,Krishna Ghattamaneni,['Mohan Babu']
915,1994,5.5,M Dharmaraju M.A.,Ravi Raja Pinisetty,"['Mohan Babu', 'Rambha', 'Sri Lakshmi', 'Satyanarayana Kaikala']"
916,1991,1.0,Prema Panjaram,Ramana Reddy B.V.,"['Mohan Babu', 'Brahmanandam', 'Harish', 'Madhubala']"
917,1995,4.6,Big Boss,Vijaya Baapineedu,"['Chiranjeevi', 'Roja', 'Kota Srinivasa Rao', 'Tanikella Bharani']"
918,1980,5.8,Sardar Papa Rayudu,Narayana Rao Dasari,"['Taraka Rama Rao Nandamuri', 'Sharada', 'Sridevi', 'Pandharibai']"
919,2017,6.1,Venkatapuram,Venu Madikanti,"['Abhi', 'Ajay', 'Deva', 'Ajay Ghosh']"
920,I) (2011,4.0,Wanted,B.V.S. Ravi,"['Tottempudi Gopichand', 'Deeksha Seth', 'Chandramohan', 'Jayasudha']"
921,2021,4.7,Cheppina Evaru Nammaru,Aaryan Krishna,"['Allu Ramesh Babu', 'Fida Gill', 'Aaryan Krishna', 'Rakesh']"
922,2008,5.0,Pourudu,Raj Aditya,"['Sumanth', 'Kajal Aggarwal', 'Suman', 'Nassar']"
923,2003,4.9,Dongodu,Srinivasa Rao Bhimaneni,"['Ravi Teja', 'Kaveri', 'Ali', 'Tanikella Bharani']"
924,2021,7.1,Emotional Fool,Jagrit Kiriti Prince,"['Jagrit Kiriti Prince', 'Lasya', 'Vishika', 'Shruthi']"
925,2001,5.5,Budget Padmanabham,S.V. Krishna Reddy,"['Jagapathi Babu', 'Ramya Krishnan', 'Anil', 'Tanikella Bharani']"
926,1988,5.0,Manchi Donga,K. Raghavendra Rao,"['Chiranjeevi', 'Mohan Babu', 'Vijayshanti', 'Suhasini']"
927,2021,5.7,Akshara,Chinni Krishna,"['Darbha Appaji Ambarisha', 'Vizag Daani', 'Ajay Ghosh', 'Harshavardhan']"
928,2012,6.5,Ayyare,Saagar K Chandra,"['Singh Aneesha', 'Sai Kumar', 'Vamshi Paidithalli', 'Rajendra Prasad']"
929,2021,6.1,Battala Ramaswami biopikku,Ram Narayan,"['Altaf Hassan', 'Lavanya Reddy', 'Satvika Jay', 'Shanthi Rao']"
930,1952,7.0,Kanchana,Sriramulu Naidu S.M.,"['K.R. Ramaswamy', 'Doraiswamy', 'T.S. Durairaj', 'Miss Kumari']"
931,1993,4.9,Prema Pustagam,Gollapudi Maruthi Rao,"['Gollapudi Srinivas', 'Ajith Kumar', 'Kanchan', 'Tanikella Bharani', 'S.K. Misro']"
932,2017,3.6,Nakshatram,Krishna Vamsi,"['Sundeep Kishan', 'Regina Cassandra', 'Sai Dharam Tej', 'Pragya Jaiswal']"
933,2001,5.2,Prematho Raa,Uday Shankar,"['Venkatesh Daggubati', 'Simran', 'Isha Koppikar', 'Prema']"
934,1996,4.1,Soggadi Pellam,Muthyala Subbaiah,"['Mohan Babu', 'Monica Bedi', 'Tanikella Bharani', 'Brahmanandam']"
935,1984,6.4,Mangamma Gari Manavadu,Kodi Ramakrishna,"['Nandamuri Balakrishna', 'Bhanumathi Ramakrishna', 'Suhasini']"
936,1996,7.2,Pelli Sandadi,K. Raghavendra Rao,"['Srikanth', 'Meka Srikanth', 'Ravali', 'Deepti Bhatnagar']"
937,2019,5.7,Thippara Meesam,Krishna Vijay,"['Rajsekhar Aningi', 'Benerjee', 'Naveen Neni', 'Ravi Prakash']"
938,2007,6.5,Mantra,Tulasi Ram,"['Sivaji', 'Charmy Kaur', 'Karuna Bhushan', 'Jeeva']"
939,2009,4.9,Bumper Offer,Jay Ravindra,"['Ali', 'Master Bharath', 'Brahmanandam', 'Chandramohan']"
940,2005,4.5,Soggadu,Ravi Babu,"['Tarun', 'Aarthi Agarwal', 'Subbaraju', 'Jugal Hansraj']"
941,1984,6.4,Babai Abbai,Jandhyala,"['Nandamuri Balakrishna', 'Suthi Veerabhadra Rao', 'Anitha Reddy', 'Suthi Velu']"
942,1989,6.5,State Rowdy,Gopal B.,"['Chiranjeevi', 'Bhanupriya', 'Jayamalini', 'Satyanarayana Kaikala']"
943,2008,6.9,Nachavule,Ravi Babu,"['Madhavi Latha', 'Narayana Reddy', 'Tanish', 'Kasi Viswanath']"
944,2021,8.9,O Ammayi Crime Story,Surendra Reddy,"['Keerthi Chawla', 'Adhi Prem', 'Sadhika']"
945,1989,7.6,Prema,Suresh Krishna,"['Venkatesh Daggubati', 'Revathi', 'S.P. Balasubrahmanyam', 'Brahmanandam']"
946,1987,6.8,Aradhana,Bharathiraja,"['Chiranjeevi', 'Suhasini', 'Radhika Sarathkumar', 'Kongara Jaggaiah']"
947,2017,6.5,Idi Maa Prema Katha,Vishwanath Ayodhya Karthik,"['Meghana Lokesh', 'Priyadarshi', 'Anchor Ravi', 'Tulasi Shivamani']"
948,2015,4.9,Jadoogadu,Yogie,"['Sonarika Bhadoria', 'Naga Shaurya', 'Ashish Vidyarthi']"
949,1987,5.8,Srinivasa Kalyanam,Mohan Babu,"['Bhanupriya', 'Venkatesh Daggubati', 'Gautami']"
950,2007,7.3,Mee Sreyobhilashi,Y. Eshwara Reddy,"['Rajendra Prasad', 'V.K. Naresh', 'Krishna Bhagavan', 'Raghu Babu']"
951,1988,4.1,Yudda Bhoomi,K. Raghavendra Rao,"['Chiranjeevi', 'Mohan Babu', 'Brahmanandam', 'Shakti Kapoor']"
952,1995,5.3,Rikshavodu,Kodi Ramakrishna,"['Chiranjeevi', 'Nagma', 'Soundarya', 'Paresh Rawal']"
953,2020,8.2,Prema Pipasi,Murali Ramaswamy,"['Gps', 'Adnan Javid Khan', 'Kapilakshi Malhothra', 'Suman']"
954,II) (2019,5.0,90 ML,Sekhar Reddy,"['Ajay', 'Ali', 'Kartikeya Gummakonda', 'Kalyani']"
955,1995,7.2,Ghatotkachudu,S.V. Krishna Reddy,"['Ranga Rao Kurra', 'Satyanarayana Kaikala', 'Roja', 'Ali', 'Nikhita']"
956,1987,7.9,Sruthilayalu,K. Viswanath,"['Satyanarayana Kaikala', 'Sumalatha', 'Shanmukha Srinivas', 'Rajasekhar']"
957,2014,5.5,Emo Gurram Egaravachu,Chandra Siddhartha,"['Sumanth', 'Savika Chaiyadej', 'Annapoorna', 'Harshavardhan']"
958,1999,6.7,Samudram,Krishna Vamsi,"['Jagapathi Babu', 'Tanikella Bharani', 'Devadas Kanakala', 'Prathyusha']"
959,2003,6.8,Kabaddi Kabaddi,Venky,"['Venkat Maddirala', 'Jagapathi Babu', 'Kaveri', 'Brahmanandam', 'Surya']"
960,1965,8.1,Pandava Vanavasam,Kamalakara Kameshwara Rao,"['Taraka Rama Rao Nandamuri', 'S.V. Ranga Rao', 'Kanta Rao', 'Savitri']"
961,2014,7.4,Ala Ela,Aneesh Krishna,"['Rahul Ravindran', 'Kushi', 'Hebah Patel', 'Vennela Kishore']"
962,2014,4.8,Rough,C.H. Subba Reddy,"['Aadi', 'Rakul Preet Singh', 'Raghu Babu', 'Brahmanandam']"
963,2001,6.7,Family Circus,Teja,"['Jagapathi Babu', 'Roja', 'Rajendra Prasad', 'Brahmanandam']"
964,1988,7.7,Vivaha Bhojanambu,Jandhyala,"['Rajendra Prasad', 'Ashwini', 'S.P. Balasubrahmanyam', 'Brahmanandam']"
965,2013,5.3,Sukumarudu,Ashok G.,"['Aadi', 'Nisha Agarwal', 'Krishna Ghattamaneni', 'Neelam Upadhyaya']"
966,1990,8.3,Prema Yuddham,S.V. Rajendra Singh,"['Amala Akkineni', 'Nagarjuna Akkineni', 'Giri Babu', 'Mohan Babu']"
967,2015,7.1,Columbus,R. Samala,"['Sumanth Ashwin', 'Roshan Basheer', 'Murtaza Gandhi', 'Seerat Kapoor']"
968,2008,5.4,Siddu from Srikakulam,Eashwar,"['Allari Naresh', 'Manjari Fadnnis', 'Shraddha Das', 'Dharmavarapu Subramanyam']"
969,2004,6.4,Yagnam,A.S. Ravi Kumar Chowdary,"['Tottempudi Gopichand', 'Sameera Banerjee', 'Devaraj', 'Prakash Raj']"
970,2007,5.7,Operation Duryodhana,Krishna Murali Posani,"['Meka Srikanth', 'Krishna Bhagavan', 'Brahmanandam', 'Kaveri']"
971,1989,8.0,Two Town Rowdy,Narayana Rao Dasari,"['Venkatesh Daggubati', 'Radha', 'V.K. Naresh', 'Mohan Babu']"
972,1975,8.1,Swargam Narakam,Narayana Rao Dasari,"['Annapoorna', 'Mohan Babu', 'Narayana Rao Dasari', 'Jayalakshmi']"
973,1959,7.9,Appu Chesi Pappu Koodu,L.V. Prasad,"['Taraka Rama Rao Nandamuri', 'Kongara Jaggaiah', 'Savitri', 'Relangi Venkatramaiah']"
974,2012,6.7,Idhi Mamulu Prema Katha Kaadu,Vasireddy Vidyasagar,"['Vasireddy Mahadev', 'Sri Kavya', 'Vasireddy Mahavir', 'Hamsa Nandini']"
975,2009,5.5,Fitting Master,E.V.V. Satyanarayana,"['Allari Naresh', 'Madalsa Sharma', 'Ali', 'Joy Badlani']"
976,II) (2021,9.0,Cycle,Aatla Arjun Reddy,"['Punarnavi Bhupalam', 'Mahat Raghavendra', 'Sudharshan', 'Swetaa Varma']"
977,1975,7.4,Muthyala Muggu,Bapu,"['Sridhar', 'Sangeetha', 'Raogopalrao', 'Murali']"
978,2017,8.3,Snehamera Jeevitham,Mahesh Upputuri,"['Siva Balaji', 'Rajeev Kanakala', 'Aravind', 'Bharath']"
979,2015,7.6,Krishnamma Kalipindi Iddarini,R. Chandru,"['M.S. Narayana', 'Sudheer Babu Posani', 'Nandita Raj', 'Sapthagiri']"
980,2013,5.5,Om 3D,Sunil K. Reddy,"['Nandamuri Kalyan Ram', 'Nikesha Patel', 'Karthik', 'Rao Ramesh']"
981,1988,7.3,Bazaar Rowdy,Kodanda Rami Reddy A.,"['Mahesh Babu', 'Gautami', 'Ramesh Babu Ghattamaneni', 'Satyanarayana Kaikala']"
982,2019,6.2,Rayalaseema Love Story,Jeeva,"['Pavani', 'Prudhviraj', 'Getup Srinu']"
983,2020,6.5,Raahu,Subbu Vedula,"['Dinesh Akki', 'Kishore Babu', 'Ganesh Bandi', 'Srinivasa Rao Bethapudi']"
984,1988,7.6,Choopulu Kalasina Subhavela,Jandhyala,"['Mohan', 'Ashwini', 'V.K. Naresh', 'Nuthan Prasad']"
985,1961,7.8,Jagadeka Veeruni Katha,Kadiri Venkata Reddy,"['Taraka Rama Rao Nandamuri', 'Saroja Devi B.', 'Rajanala', 'Seeta Rama Anjaneyulu Chilakalapudi']"
986,2000,7.2,Manoharam,Gunasekhar,"['Jagapathi Babu', 'Laya', 'Prakash Raj', 'Vinod Bala']"
987,2016,6.1,Chuttalabbayi,Veerabhadram,"['Aadi', 'John Kokken', 'Sai Kumar', 'Yamini Malhotra']"
988,2013,5.1,Malini 22,Sripriya,"['Nithya Menen', 'Krrish', 'Kovai Sarala', 'Vidyullekha Raman']"
989,1994,7.6,Bobbili Simham,A. Kodandarami Reddy,"['Nandamuri Balakrishna', 'Brahmanandam', 'Kongara Jaggaiah', 'Satyanarayana Kaikala']"
990,1993,7.3,Bangaru Bullodu,Ravi Raja Pinisetty,"['Nandamuri Balakrishna', 'Ramya Krishnan', 'Raveena Tandon', 'Brahmanandam']"
991,1981,7.6,Premaabhishekam,Narayana Rao Dasari,"['Akkineni Nageshwara Rao', 'Sridevi', 'Jayasudha', 'Mohan Babu']"
992,1988,7.0,Aakhari Poratam,K. Raghavendra Rao,"['Sridevi', 'Nagarjuna Akkineni', 'Amrish Puri', 'Satyanarayana Kaikala']"
993,1993,7.5,Allari Alludu,Kodanda Rami Reddy A.,"['Nagarjuna Akkineni', 'Vanisri', 'Meena', 'Nagma']"
994,1991,6.8,Surya IPS,Kodanda Rami Reddy A.,"['Venkatesh Daggubati', 'Charu Haasan', 'Vallabaneni Janardhan', 'Jyothi']"
995,1994,7.7,Subhalagnam,S.V. Krishna Reddy,"['Ranga Rao Kurra', 'Jagapathi Babu', 'Aamani', 'Roja', 'Suhasini']"
996,1966,7.9,Sri Krishna Pandaveeyam,Taraka Rama Rao Nandamuri,"['Taraka Rama Rao Nandamuri', 'Varalakshmi S.', 'Gummadi', 'Haranath']"
997,I) (1989,8.5,Agni,K. Raghavendra Rao,"['Nagarjuna Akkineni', 'Mohan Babu', 'Brahmanandam', 'Shanti Priya']"
998,1987,7.8,Chakravarthy,Ravi Raja Pinisetty,"['Chiranjeevi', 'Bhanupriya', 'Mohan Babu', 'J.V. Somayajulu']"
999,1981,7.4,Kondaveeti Simham,K. Raghavendra Rao,"['Taraka Rama Rao Nandamuri', 'Sridevi', 'Jayanthi', 'Satyanarayana Kaikala']"
1000,2014,5.9,Brother of Bommali,Chinni Krishna,"['Brahmanandam', 'Melkote', 'Karthika Nair', 'Allari Naresh']"
1001,2019,7.4,Vinara sodara veera kumara,Sateesh Chandra Nadella,"['Priyanka Jain', 'Priyanka Jain', 'Jhansi', 'Jhansi']"
1002,1980,5.0,Superman,V. Madhusudan Rao,"['Taraka Rama Rao Nandamuri', 'Jaya Prada', 'Jayamalini', 'Satyanarayana Kaikala']"
1003,1964,7.7,Mooga Manasulu,Adurthi Subba Rao,"['Akkineni Nageshwara Rao', 'Savitri', 'Jamuna', 'Nagabhushanam']"
1004,2019,4.3,Mithai,Prashant Kumar,"['Priyadarshi', 'Rahul Ramakrishna', 'Ravi Varma', 'Kamal Kamaraju']"
1005,2018,6.2,Manasuku Nachindhi,Manjula Ghattamaneni,"['Sundeep Kishan', 'Amyra Dastur', 'Tridha Choudhury', 'Punarnavi Bhupalam']"
1006,2014,7.2,Paathshala,Mahi v Raghav,"['Anupriya Goenka', 'Nandu Vijay Krishna', 'Sanjay Reddy', 'Sai Ronak']"
1007,1997,6.7,Pelli Chesukundam,Muthyala Subbaiah,"['Tanikella Bharani', 'Brahmanandam', 'Kallu Chidambaram', 'Venkatesh Daggubati']"
1008,2019,8.8,Runam,Srinivas Gundareddy,"['Priyanka Augustin', 'Gopi Krishna', 'Shilpa Mahendar']"
1009,1990,8.4,Kadapa Redamma,Bharatwaja,"['Mohan Babu', 'Sharada']"
1010,2002,7.0,Show,Neelakanta,"['Manjula Ghattamaneni', 'Laxmi Rattan', 'Surya']"
1011,1991,7.5,Edurinti Mogudu Pakkinti Pellam,Narasimha Rao Relangi,"['Rajendra Prasad', 'Divyavani', 'Aditya Y.S.', 'Annapoorna']"
1012,1955,7.9,Kanyasulkam,P. Pullaiah,"['Savitri', 'Taraka Rama Rao Nandamuri', 'Seeta Rama Anjaneyulu Chilakalapudi', 'Govindrajulu Subba Rao']"
1013,III) (2015,5.8,Tiger,Vi Anand,"['Tanikella Bharani', 'R.J. Hemant', 'Seerat Kapoor', 'Sundeep Kishan']"
1014,2010,6.4,Kathi Kanta Rao,E.V.V. Satyanarayana,"['Allari Naresh', 'Kamna Jethmalani', 'Krishna Bhagavan', 'Kota Srinivasa Rao']"
1015,2004,8.0,Grahanam,Mohana Krishna Indraganti,"['Tanikella Bharani', 'Jayalalitha', 'Mohnish Thallavajhula', 'Surya']"
1016,1988,7.8,Varasudochhadu,Mohan Gandhi,"['Mohan Babu', 'Venkatesh Daggubati', 'Sri Lakshmi', 'Nirmalamma']"
1017,1989,7.9,Ontari Poratam,K. Raghavendra Rao,"['Venkatesh Daggubati', 'Annapoorna', 'Mohan Babu', 'Brahmanandam']"
1018,1977,7.1,Adavi Ramudu,K. Raghavendra Rao,"['Taraka Rama Rao Nandamuri', 'Jaya Prada', 'Jayasudha', 'Nagabhushanam']"
1019,1989,7.8,Hai Hai Nayaka,Jandhyala,"['V.K. Naresh', 'Sri Bharathi', 'Suryakantham', 'Kota Srinivasa Rao']"
1020,1993,6.2,Mechanic Alludu,Gopal B.,"['Chiranjeevi', 'Akkineni Nageshwara Rao', 'Vijayshanti', 'Satyanarayana Kaikala']"
1021,1985,7.1,Donga,Kodanda Rami Reddy A.,"['Chiranjeevi', 'Radha', 'Satyanarayana Kaikala', 'Raogopalrao']"
1022,2015,6.2,Bandipotu,Mohana Krishna Indraganti,"['Srinivas Avasarala', 'Sampoornesh Babu', 'Tanikella Bharani', 'Chandramohan']"
1023,1990,7.3,Balachandrudu,Krishna Ghattamaneni,"['Mahesh Babu', 'Geetha', 'Aahuthi Prasad', 'Babu Mohan']"
1024,2013,5.9,D for Dopidi,Siraj Kalla,"['Varun Sandesh', 'Sundeep Kishan', 'Melanie Chandra', 'Tanikella Bharani']"
1025,2010,5.1,Om Shanti,Prakash Dantuluri,"['Kajal Aggarwal', 'Madhavan', 'Nikhil Siddharth', 'Navdeep']"
1026,2009,5.5,Current,Palnati Surya Pratap,"['Sushanth', 'Sneha Ullal', 'Raghu Babu', 'Tanikella Bharani']"
1027,2005,6.6,Evadi Gola Vadide,E.V.V. Satyanarayana,"['Aryan Rajesh', 'Deepika', 'Abhinayasri', 'Ali']"
1028,2020,6.6,3 Monkeys,G. Anil Kumar,"['Arunvikkirala', 'Karunya Chowdary', 'G. Mubaraka Dawood', 'Kancherapalemkeshav']"
1029,1986,7.8,Tandra Paparayudu,Narayana Rao Dasari,"['Krishnamraju', 'Mohan Babu', 'Pran', 'Jayasudha']"
1030,2006,6.2,Pellaina Kothalo,Madan,"['Jagapathi Babu', 'Priyamani', 'Krishna Bhagavan', 'Jhansi']"
1031,2020,8.6,Screenplay of an Indian Love Story,K.L. Prasad,"['Pragathi Yadhati', 'Vikram Shiva', 'K.L. Prasad']"
1032,2019,3.8,Kathanam,Rajesh Nadendla,"['Adabala', 'Arjun', 'Ashok', 'Srinivas Avasarala']"
1033,1990,6.9,Karthavyam,Mohan Gandhi,"['Vijayshanti', 'Vinod Kumar', 'Atluri Pundarikakshaiah', 'Nirmalamma']"
1034,2017,5.7,Patel S.I.R,Tanya Hope,"['Aamani', 'Jagapathi Babu', 'Raghu Babu']"
1035,2016,4.6,Naanna Nenu Naa Boyfriends,Bhaskar Bandi,"['Mahesh Achanta', 'Ashwin Babu', 'Krishna Bhagavan', 'Chammak Chandra']"
1036,2015,5.6,Jyothi Lakshmi,Puri Jagannadh,"['Sampoornesh Babu', 'Brahmanandam', 'Satyadev Kancharana', 'Charmy Kaur']"
1037,2013,5.1,Mr. Pellikodukku,Devi Prasad,"['Suneel', 'Isha Chawla', 'Ali', 'Dharmavarapu Subramanyam']"
1038,1996,7.1,Vinodam,S.V. Krishna Reddy,"['Meka Srikanth', 'Ravali', 'Ali', 'Babu Mohan']"
1039,1988,8.1,Chinnabaabu,Mohan Gandhi,"['Nagarjuna Akkineni', 'Amala Akkineni', 'Mohan Babu', 'Brahmanandam']"
1040,1993,7.0,Varasudu,E.V.V. Satyanarayana,"['Nagarjuna Akkineni', 'Nagma', 'Krishna Ghattamaneni', 'Brahmanandam']"
1041,1985,7.4,Rendu Rella Aaru,Jandhyala,"['Chandramohan', 'Rajendra Prasad', 'Rajani', 'Suthi Veerabhadra Rao']"
1042,2016,5.7,Savitri,Pavan Sadineni,"['Ajay', 'Ravi Babu', 'Dhanya Balakrishna', 'Jeeva']"
1043,2002,6.6,Allari,Ravi Babu,"['Allari Naresh', 'Swetha Agarwal', 'Nilambari', 'Sanjay']"
1044,2013,5.0,Action,Anil Sunkara,"['Allari Naresh', 'Shaam', 'Vaibhav Reddy', 'Raju Sundaram']"
1045,2020,7.2,Choosi Choodangaane,Sesha Sindhu Rao,"['Varsha Bollamma', 'Keshav Deepak', 'Venkatesh Kakumanu', 'Shiva Kandukuri']"
1046,2019,6.1,Jodi,Vishwanath Arigela,"['Aadi', 'Shraddha Srinath', 'Abhinav', 'Akhil']"
1047,2004,5.1,143,Puri Jagannadh,"['Sairam Shankar', 'Sameksha', 'Ali', 'Brahmaji']"
1048,2006,5.7,Andala Ramudu,Lakshmi Narayana P.,"['Suneel', 'Aakash', 'Aarthi Agarwal', 'Master Bharath']"
1049,1989,7.9,Black Tiger,Narayana Rao Dasari,"['Ramesh Babu Ghattamaneni', 'Bhanupriya', 'Mohan Babu']"
1050,1961,7.8,Seetha Rama Kalyanam,Taraka Rama Rao Nandamuri,"['Haranath', 'Gitanjali', 'Taraka Rama Rao Nandamuri', 'Kanta Rao']"
1051,1994,7.2,Alibaba Aradajanu Dongalu,E.V.V. Satyanarayana,"['Rajendra Prasad', 'Ravali', 'Srikanya', 'Kota Srinivasa Rao']"
1052,2015,6.9,Kerintha,Sai Kiran Adivi,"['Sumanth Ashwin', 'Anitha Chowdary', 'Sri Divya', 'Viswant Duddumpudi']"
1053,2008,6.2,Dongala Bandi,Satish Vegesna,"['Allari Naresh', 'Tanya', 'Ali', 'Master Bharath']"
1054,2006,7.2,Samanyudu,Ravi C. Kumar,"['Jagapathi Babu', 'Kamna Jethmalani', 'Archana Shastry', 'Banerjee']"
1055,2002,6.7,Totti Gang,Satyanarayana,"['Allari Naresh', 'Prabhu Deva', 'Anita Hassanandani Reddy', 'Gajala']"
1056,1986,7.6,Sri Shirdi Saibaba Mahathyam,K. Vasu,"['Vijayachander', 'Chandramohan', 'Anjali Devi', 'J.V. Somayajulu']"
1057,1994,6.4,Gandeevam,Priyadarshan,"['Nandamuri Balakrishna', 'Akkineni Nageshwara Rao', 'Roja', 'Brahmanandam']"
